Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported,CO2_Emissions_Tons,Water_Pollution_Index,Air_Quality_Index,Population_Affected,Government_Interventions,Reforestation_Projects,Waste_Collected_Tons,Plastic_Bans_Enforced,Awareness_Campaigns,Monitoring_Stations
2021-08-02,USA,Rural,4734.68,369.82,703.07,4,334,5.97,2,6261.47,46.96,101.66,59125,5,2,542.38,1,6,25
2023-12-10,Indonesia,Coastal,3113.28,786.23,758.68,1,932,6.25,0,4358.49,77.67,178.75,52833,2,0,424.49,0,14,2
2022-07-18,China,Coastal,146.28,1327.32,2120.89,3,819,12.85,2,3458.01,32.98,110.35,25199,5,0,2192.79,0,10,2
2020-05-25,China,Forest,899.97,1753.73,290.25,7,651,14.51,1,4902.19,55.06,56.21,79999,3,0,1637.6,1,6,2
2023-11-08,Germany,Coastal,1502.89,180.13,1846.89,1,922,11.74,1,4564.06,34.19,60.05,22902,0,1,751.19,0,4,15
2021-04-23,Indonesia,Mountain,1767.86,200.03,2862.12,3,618,19.54,1,2545.02,47.63,195.74,14990,7,3,2948.99,0,1,15
2021-06-25,India,Suburban,1894.02,712.82,1521.18,3,347,18.93,2,5015.47,87.02,143.31,57908,8,1,2254.26,1,7,18
2023-07-04,Philippines,Urban,2304.79,37.13,973.11,3,548,2.42,2,3912.43,74.08,123.64,45254,2,4,1494.83,0,2,5
2023-04-22,Philippines,Coastal,1542.6,211.92,303.56,1,610,5.6,1,4552.23,75.34,180.45,41714,0,4,2364.44,1,2,26
2023-09-16,Philippines,Rural,1691.12,1545.51,1173.35,1,746,17.43,2,3909.92,38.07,157.53,41512,0,2,2361.17,1,1,30
2021-02-09,USA,Rural,3224.83,998.12,536.52,2,760,1.08,1,5663.5,64.72,77.21,33159,0,2,1295.44,1,1,14
2022-05-20,China,Coastal,2065.5,522.07,808.14,7,579,12.05,0,4987.8,53.33,51.09,79556,8,4,1078.55,0,13,5
2020-08-23,Germany,Urban,583.24,879.04,1355.98,5,247,19.11,1,3546.54,74.05,197.32,20152,9,3,2231.45,0,1,40
2023-01-20,Russia,Urban,1810.78,1055.0,470.5,5,556,13.73,1,6414.7,39.43,144.38,14406,4,3,2365.18,0,12,21
2021-04-05,Mexico,Forest,1506.17,111.17,354.22,2,538,2.29,2,5314.43,46.92,121.56,83853,2,4,899.64,0,5,43
2023-08-19,Germany,Forest,226.47,363.1,646.13,8,793,15.08,0,4507.84,83.91,191.7,85694,9,0,4139.74,0,7,8
2020-11-01,India,Forest,1881.68,1708.08,2643.74,5,76,7.84,0,4244.32,40.19,105.38,94608,8,1,2017.11,1,2,6
2021-06-28,Brazil,Urban,660.85,723.91,1376.58,4,167,18.47,2,4942.0,67.94,158.38,14609,9,1,1058.32,0,5,26
2020-10-18,China,Rural,3257.65,761.72,529.55,3,103,6.08,1,3737.58,48.91,150.52,94337,8,0,1051.03,0,2,4
2020-05-26,Russia,Forest,2281.24,563.8,582.68,5,553,9.73,1,6321.21,34.91,151.55,41310,5,3,631.33,1,8,30
2020-05-02,Indonesia,Coastal,551.82,58.16,2318.83,2,201,15.06,0,6138.89,43.42,151.57,68304,4,1,1708.2,1,14,35
2020-12-05,Russia,Forest,3157.18,315.72,263.31,4,786,5.52,0,4676.98,82.16,51.56,36152,0,1,749.1,1,0,27
2021-09-21,USA,Coastal,4188.11,835.3,2605.61,0,528,4.04,1,4611.51,84.63,173.65,65341,5,2,1407.58,0,6,27
2023-05-03,Mexico,Coastal,1364.25,371.97,454.15,2,211,0.55,1,4117.29,55.19,188.44,41403,4,3,2152.08,0,7,44
2023-03-11,USA,Rural,1499.22,188.21,2531.6,3,711,10.02,0,5271.73,67.25,117.4,16153,8,4,1293.74,0,8,43
2021-08-14,Mexico,Suburban,2947.84,219.65,1891.29,7,265,18.61,1,5279.85,61.23,134.07,4025,6,4,1662.11,1,13,5
2022-06-18,India,Coastal,3981.33,1734.77,402.47,5,880,5.99,0,5716.88,46.78,98.71,64648,2,0,1889.71,1,4,40
2020-09-11,Russia,Forest,309.87,351.72,1686.75,5,469,1.35,3,5290.81,50.69,167.76,7246,4,1,1079.6,0,5,11
2022-08-17,Nigeria,Rural,617.72,1479.7,199.98,3,397,12.6,2,4110.68,61.61,160.49,76221,5,4,2560.33,0,4,43
2023-11-11,Germany,Rural,1190.57,764.78,2163.64,1,389,1.6,1,4277.03,71.72,160.78,55033,1,0,2419.15,1,9,35
2021-09-14,Mexico,Urban,1299.79,467.23,393.18,2,878,10.38,2,5147.56,50.99,160.24,5713,6,2,1937.28,0,4,11
2023-12-04,Germany,Coastal,2889.42,261.73,2167.36,2,899,7.94,1,4308.02,71.93,82.78,21700,8,3,2846.21,1,10,38
2022-04-04,Nigeria,Forest,3995.11,1020.16,282.07,5,603,9.77,2,6380.76,87.66,66.88,91560,9,1,386.68,0,10,38
2021-07-11,Philippines,Coastal,4195.79,1342.68,419.14,1,401,3.67,0,4983.79,31.47,96.61,31163,8,1,1003.37,1,6,5
2022-10-21,Mexico,Forest,301.14,1101.04,3065.69,3,722,2.26,2,3561.07,39.83,136.31,5062,4,0,1052.59,1,13,37
2023-01-10,Nigeria,Mountain,827.75,128.01,1488.63,2,635,15.11,0,4909.27,84.98,109.93,73437,7,1,4949.3,0,14,37
2022-10-08,Russia,Urban,1012.84,350.71,459.75,2,954,5.29,1,4804.92,34.29,87.39,16569,8,3,1386.58,0,11,26
2022-06-15,China,Rural,824.73,395.61,1266.95,3,424,16.11,1,6355.84,75.9,53.34,17524,5,4,418.02,1,3,33
2020-06-13,Indonesia,Urban,2276.26,40.44,1244.9,5,586,15.29,1,5045.15,67.44,68.17,2391,3,0,3265.46,0,14,33
2023-05-09,India,Mountain,2476.07,871.69,844.99,3,958,4.37,3,5597.08,32.86,65.8,75809,3,3,313.05,1,12,23
2020-03-22,Nigeria,Suburban,1674.97,978.02,1235.73,1,352,18.21,2,4852.13,30.04,193.5,55169,2,1,5165.5,0,14,7
2022-06-03,Philippines,Urban,1555.17,950.32,2337.53,3,291,3.64,2,6025.42,60.12,166.82,23869,8,4,1132.44,0,13,32
2021-10-22,USA,Urban,1233.17,825.11,1853.42,1,427,16.04,0,6322.35,37.04,68.41,2032,9,3,2279.71,1,5,9
2023-05-21,India,Mountain,1354.39,430.24,1538.91,3,734,8.7,1,4089.71,82.33,120.08,39017,5,4,4117.77,0,3,16
2021-05-27,China,Urban,4699.61,250.4,447.49,2,438,4.07,2,4413.55,58.85,148.17,16864,7,4,1650.41,0,12,9
2020-02-22,India,Urban,2738.06,428.74,278.45,5,336,18.79,0,4788.96,44.07,194.16,99182,1,0,4696.64,1,1,44
2020-07-06,Germany,Mountain,1271.79,770.1,967.07,4,208,19.28,0,5921.91,40.09,90.34,52558,3,1,2276.62,0,1,43
2021-04-13,Mexico,Mountain,1531.94,1586.57,1883.56,5,403,10.47,0,4356.87,80.15,89.61,98527,1,2,1175.44,0,11,28
2023-10-12,Nigeria,Rural,2314.06,626.48,110.95,1,779,9.65,0,2777.6,73.12,135.24,1183,2,2,2801.35,1,12,23
2023-03-24,Philippines,Suburban,551.64,607.45,682.3,1,504,18.07,1,5809.52,73.08,178.61,84077,1,2,197.41,1,3,12
2023-04-17,USA,Forest,1858.1,47.51,1462.9,1,986,12.12,0,4226.88,35.12,91.94,58414,8,3,1065.71,1,10,42
2020-02-12,Indonesia,Forest,2633.54,814.48,2570.37,2,676,5.69,0,4666.77,67.47,68.87,65139,8,2,829.94,0,4,9
2023-10-08,Brazil,Suburban,2400.47,1675.23,961.86,2,991,8.79,2,4612.55,82.17,89.92,23223,5,1,1316.33,1,0,45
2021-07-05,USA,Suburban,842.48,525.99,641.35,1,290,16.8,0,2919.79,75.95,117.36,91661,6,2,1618.86,1,2,12
2023-03-26,USA,Suburban,986.77,489.46,1036.65,1,869,17.26,1,3822.53,37.09,103.99,19702,4,4,985.24,1,4,9
2020-03-23,China,Mountain,194.82,403.13,1541.85,4,261,18.82,1,5856.87,86.96,179.18,21036,9,4,1962.41,0,7,19
2020-12-24,Mexico,Forest,2830.67,1048.5,177.02,6,412,6.12,2,4963.42,34.18,191.44,16477,0,4,476.04,0,3,36
2022-08-21,India,Coastal,6034.21,43.64,427.62,3,647,13.76,1,5956.35,63.41,106.77,67442,3,2,2706.65,0,5,33
2022-11-28,USA,Coastal,739.21,1480.83,478.85,1,182,1.83,1,6617.49,86.7,173.51,78650,3,1,1042.97,0,11,13
2023-08-27,Philippines,Coastal,3530.32,469.15,757.72,6,829,14.66,1,3367.27,79.34,60.29,60088,7,1,4133.79,1,3,2
2022-06-24,Russia,Rural,5688.72,827.12,2239.11,2,558,11.48,0,4668.72,70.85,133.06,71306,4,2,434.46,1,4,40
2021-07-23,Nigeria,Suburban,1135.23,1115.8,391.85,3,326,5.37,1,4889.5,81.38,174.76,64616,2,1,741.32,1,11,44
2021-01-06,Indonesia,Suburban,1533.6,216.52,563.8,7,314,13.27,0,6513.23,70.4,112.79,40534,0,2,397.5,0,6,25
2023-04-13,Indonesia,Forest,2016.17,572.64,268.11,3,654,3.14,2,3919.77,33.3,71.52,69305,0,1,1048.5,1,14,13
2022-06-11,USA,Urban,2346.3,459.44,763.66,5,652,7.01,1,5328.31,51.05,92.61,26204,4,0,518.7,0,12,13
2023-07-24,Philippines,Mountain,2096.83,160.19,826.26,4,706,8.32,0,6284.73,55.63,123.79,94594,7,0,5246.46,1,14,33
2022-10-04,Nigeria,Forest,1210.46,1334.38,881.87,4,409,15.65,1,5890.32,62.78,176.52,79871,8,1,1960.89,0,7,27
2020-07-05,Nigeria,Rural,2604.79,424.16,4571.61,4,713,6.52,1,5511.35,43.78,162.29,53897,9,4,555.9,0,12,40
2022-08-20,Philippines,Urban,1233.59,151.95,1871.78,6,716,1.46,0,4283.08,82.87,62.54,11619,9,0,1227.09,1,11,37
2021-12-13,India,Suburban,2202.44,605.05,996.08,3,185,4.02,1,6087.74,43.72,131.92,19223,1,3,967.44,1,9,19
2022-04-16,Nigeria,Mountain,1629.17,102.93,1522.65,3,814,12.36,1,3393.76,69.46,180.85,52210,4,2,900.3,0,9,22
2021-11-13,Philippines,Urban,265.67,372.1,613.74,4,477,0.8,1,5501.53,82.6,136.57,98388,3,3,2491.8,0,14,17
2021-10-19,Philippines,Mountain,3884.27,756.92,3971.07,7,879,15.95,1,3267.88,73.97,59.74,75829,2,1,2370.55,1,7,2
2023-10-04,Indonesia,Coastal,1009.88,88.24,1934.62,2,78,18.07,1,6786.78,38.16,173.47,99117,7,1,694.01,1,10,12
2020-08-02,Philippines,Suburban,4145.24,994.68,1744.03,1,644,10.16,1,3852.18,87.08,186.02,89970,1,4,3490.11,0,12,33
2020-11-25,USA,Suburban,3435.57,633.97,2630.77,2,379,14.3,0,4538.6,35.51,108.38,41941,1,0,2140.96,1,11,28
2021-11-06,Germany,Suburban,1971.8,1120.95,3317.07,3,969,9.52,2,6666.33,42.0,96.52,76475,4,0,462.27,0,13,26
2022-04-23,Mexico,Mountain,2434.02,1110.99,402.04,2,83,6.52,1,5448.73,38.35,131.5,93458,9,3,1723.8,0,6,25
2023-11-21,China,Mountain,2646.11,359.07,2412.1,3,553,3.71,0,4273.62,70.02,197.61,85019,9,0,1102.08,1,3,28
2022-10-11,Indonesia,Rural,1424.66,369.29,1438.29,4,877,10.6,1,5120.19,78.44,175.62,25335,9,1,3399.67,1,3,31
2021-08-13,Germany,Rural,1478.9,879.54,1284.72,0,153,18.63,4,5292.19,44.28,171.66,50248,0,4,1688.71,1,1,44
2023-09-18,India,Rural,2556.38,178.7,3032.69,5,976,17.85,1,5422.86,88.75,78.97,33838,6,2,2760.69,1,8,31
2022-03-31,Brazil,Forest,1642.63,180.16,438.08,0,543,18.43,1,4789.65,38.35,184.27,89964,8,3,3324.05,0,5,27
2023-01-31,India,Coastal,1213.72,309.62,1010.07,5,420,19.35,3,4677.85,48.95,133.39,34408,1,3,2345.9,0,12,44
2020-03-16,USA,Coastal,854.75,116.19,902.28,4,437,3.72,2,5687.51,59.42,187.53,99054,9,2,307.9,1,10,1
2022-07-20,Philippines,Mountain,2249.33,149.75,1422.65,4,794,3.36,1,4746.92,78.53,147.76,31705,0,1,1466.39,1,2,35
2020-06-29,USA,Rural,981.44,156.23,1472.9,4,286,8.84,1,3926.11,52.59,175.13,71882,8,3,5869.16,0,14,33
2021-10-06,India,Suburban,3046.32,425.69,2342.91,2,784,13.94,1,4684.41,40.79,74.83,71614,1,0,1949.74,0,2,1
2021-05-31,Mexico,Suburban,3224.8,406.63,1083.72,1,954,9.07,0,4980.11,57.9,155.98,27493,8,0,1426.13,0,12,9
2021-10-24,Germany,Coastal,2420.68,1259.83,3207.42,2,139,17.9,3,5345.79,58.59,88.59,85783,7,0,848.79,1,12,33
2020-08-25,India,Coastal,2788.95,433.21,1545.91,5,382,14.49,0,5195.89,30.97,75.34,42329,6,4,4205.03,0,10,44
2022-04-07,Nigeria,Mountain,2425.81,533.34,394.13,2,426,12.86,2,3679.91,31.25,136.1,35063,0,2,957.47,0,10,37
2022-11-19,Philippines,Mountain,2928.25,16.88,628.16,1,289,1.89,1,5498.46,46.66,140.41,32376,3,1,128.73,1,11,47
2020-01-03,USA,Urban,2842.42,695.35,1739.86,5,779,3.92,1,4791.57,74.47,123.59,25494,6,0,3634.29,0,13,15
2023-09-08,Indonesia,Urban,2162.8,469.83,1468.3,3,231,8.85,1,4437.95,51.96,63.36,11349,5,0,2668.53,1,0,15
2023-01-16,Nigeria,Mountain,3465.12,757.92,1405.66,1,306,19.54,0,5935.62,42.67,86.71,75027,0,4,2445.1,1,1,49
2022-08-04,Indonesia,Urban,1464.89,330.6,3538.76,0,793,7.02,0,4276.9,36.78,85.32,33636,6,0,2335.41,0,4,29
2022-04-26,Nigeria,Coastal,878.1,430.51,2170.17,5,238,12.78,2,6784.99,46.83,97.06,34813,1,4,3075.0,1,8,41
2020-04-21,India,Mountain,838.69,1530.49,743.13,3,890,19.78,0,6687.63,58.89,144.21,57411,7,2,1714.12,0,2,21
2021-01-19,India,Mountain,1299.87,869.46,924.08,3,464,5.65,0,6008.22,35.6,115.7,52076,1,3,2362.38,1,6,46
2022-11-27,Indonesia,Rural,222.48,451.9,708.86,2,905,3.75,1,4327.28,30.9,195.26,85204,3,0,1485.76,0,5,18
2022-01-10,Philippines,Coastal,1957.47,257.16,485.44,2,304,11.15,1,5573.41,37.64,52.38,48395,5,0,1771.85,0,10,16
2023-06-29,Indonesia,Coastal,2670.84,177.91,3710.91,3,94,11.26,1,5268.68,74.28,82.39,21112,7,2,1338.48,0,2,29
2022-10-17,Brazil,Forest,3193.72,352.73,1458.77,2,877,18.48,1,4278.5,57.98,136.01,60595,2,3,919.7,0,10,41
2023-07-04,Mexico,Forest,333.55,491.61,333.09,5,647,1.02,1,6069.31,56.71,181.9,74055,5,4,1042.99,0,3,27
2022-06-24,Nigeria,Rural,863.18,2099.76,2995.46,3,250,8.44,2,4999.7,31.19,55.09,13448,5,3,4580.71,1,12,15
2020-04-15,Brazil,Forest,2983.23,651.64,551.8,4,408,6.59,1,2548.22,72.66,182.54,18110,0,0,1004.18,0,10,47
2021-02-20,Nigeria,Urban,1428.75,292.06,1267.02,3,392,11.64,1,6478.12,42.11,126.09,42410,5,2,1655.75,1,10,9
2021-06-30,Russia,Mountain,2628.93,17.07,1123.52,5,261,0.68,4,6509.49,35.45,167.82,23803,0,1,889.52,1,4,28
2023-01-29,Philippines,Suburban,524.11,249.07,230.04,1,680,14.37,1,4935.99,80.52,192.3,69909,8,2,4011.04,1,1,2
2020-09-25,Brazil,Urban,4112.67,353.22,121.06,3,347,9.96,3,5620.41,59.14,82.31,48409,3,4,370.4,0,7,21
2021-08-12,Nigeria,Coastal,483.67,708.68,1888.66,4,204,14.16,3,5344.89,74.94,138.19,84033,4,4,610.9,0,11,11
2022-06-16,China,Forest,1915.46,366.61,2524.8,2,747,9.23,1,4524.46,79.31,182.55,53815,0,0,1840.59,1,11,32
2023-12-01,Nigeria,Suburban,1952.25,2173.17,1330.21,1,246,9.75,1,7669.37,87.88,176.66,45777,0,2,1221.13,0,6,22
2022-09-19,Indonesia,Urban,1109.13,459.69,5385.63,1,898,17.96,1,4382.73,67.42,128.14,10187,8,1,5677.91,0,14,35
2020-09-05,Indonesia,Coastal,2360.38,1293.75,594.73,3,531,4.61,1,5051.29,34.1,192.42,81104,5,2,811.65,0,8,42
2020-02-29,Russia,Forest,2408.1,77.65,165.84,3,762,4.74,0,3881.68,63.46,156.27,22783,9,4,4763.95,1,7,41
2023-07-14,Germany,Mountain,2226.34,544.73,1492.81,1,979,11.41,2,5856.47,60.57,128.62,55655,9,2,1094.16,1,11,16
2023-05-31,Nigeria,Mountain,1092.16,252.01,426.52,6,827,13.37,2,5692.22,33.45,58.69,55791,5,0,3032.02,0,6,31
2021-05-05,Indonesia,Forest,921.05,1322.0,1005.87,2,428,7.42,0,5861.23,48.38,123.1,54950,4,4,1468.27,0,14,10
2023-12-24,Mexico,Mountain,1192.16,391.48,2203.23,1,797,10.63,0,3779.76,54.73,113.29,15368,5,2,380.89,1,8,40
2020-11-20,Philippines,Rural,814.43,1563.59,661.93,6,755,4.94,0,5276.01,39.66,95.79,82290,7,2,3023.07,0,9,36
2021-09-28,Nigeria,Forest,3573.23,983.77,1006.77,3,416,3.15,0,5393.81,30.53,191.43,29183,6,0,3536.56,1,4,21
2023-02-02,USA,Rural,1278.18,341.74,2441.28,1,586,5.15,3,3683.76,75.42,188.86,7304,6,0,3766.78,0,2,8
2020-01-29,Philippines,Forest,1875.15,173.89,902.56,2,820,18.37,0,5390.32,81.1,100.59,82412,8,2,718.86,1,5,47
2023-02-05,Indonesia,Rural,2974.91,269.27,1492.66,2,979,16.14,3,4353.02,43.75,115.36,98014,8,1,3530.49,1,8,42
2022-04-15,Russia,Mountain,779.14,431.01,1635.37,4,120,3.23,0,4701.74,30.23,162.77,23875,8,4,2659.67,0,14,44
2020-07-09,China,Mountain,463.0,978.59,908.98,3,77,1.41,3,5577.64,83.4,175.26,98387,0,2,1700.69,1,14,47
2021-04-05,China,Urban,816.96,562.04,933.12,3,442,2.32,1,5198.72,38.04,66.51,47570,5,0,613.62,1,5,33
2020-08-20,Indonesia,Coastal,2029.13,1126.57,1039.46,5,572,6.22,0,4256.93,54.19,123.62,37857,4,4,3475.01,1,13,40
2022-08-03,Indonesia,Rural,1929.29,1657.41,597.6,1,398,16.32,2,3865.55,51.96,187.18,74421,7,0,360.01,0,11,22
2020-08-28,India,Suburban,2223.28,589.76,1436.83,3,167,6.77,1,4835.75,39.86,149.69,51861,9,4,505.55,0,14,30
2023-08-19,Philippines,Forest,1536.93,197.8,609.81,5,429,4.12,1,5224.23,65.93,131.44,70833,7,2,445.28,0,13,23
2020-11-11,Russia,Mountain,84.63,788.28,685.41,3,257,8.22,0,5014.33,85.11,157.71,60028,7,3,1006.23,1,2,15
2022-10-17,Philippines,Mountain,1499.25,2352.25,434.12,3,472,2.92,3,4873.79,60.82,149.21,32381,4,3,1889.51,0,1,47
2024-01-07,India,Forest,3249.47,1177.81,2580.35,2,142,9.67,0,4769.61,88.37,191.34,64159,9,4,322.27,1,4,43
2021-08-20,Indonesia,Coastal,3826.03,738.02,284.25,4,190,13.67,0,6436.22,41.45,186.9,90519,9,0,339.65,0,7,26
2022-11-08,Philippines,Forest,1783.76,228.93,3598.67,4,404,7.69,0,5189.05,80.91,109.67,53929,0,0,1510.63,0,7,16
2023-12-15,Nigeria,Suburban,1934.6,475.42,959.01,4,572,3.89,0,5202.59,45.41,54.8,80637,3,0,2163.49,1,0,10
2021-07-13,Philippines,Rural,2594.71,85.38,746.19,0,852,9.34,0,4779.37,45.03,99.9,98963,6,2,504.16,0,11,36
2022-04-30,USA,Rural,3754.04,161.47,434.98,4,800,15.37,4,4574.02,37.06,80.43,71638,1,4,1312.93,1,13,28
2022-09-15,Philippines,Suburban,1667.35,802.16,478.75,2,825,1.99,0,6882.4,81.82,69.73,4108,6,2,4607.18,0,13,42
2022-08-25,Brazil,Suburban,2569.54,60.13,606.76,2,824,1.88,1,5563.2,73.5,183.19,34263,4,3,723.74,1,2,26
2021-05-14,Germany,Urban,1052.17,410.39,6363.58,5,118,6.7,1,5777.16,50.5,156.49,25813,5,3,893.09,0,10,31
2022-07-24,Indonesia,Suburban,535.26,140.35,605.74,3,631,8.59,0,4199.04,50.97,54.89,37240,5,0,1701.76,0,10,18
2023-02-02,Nigeria,Suburban,1147.33,171.49,1521.49,2,746,4.72,0,5988.9,80.69,187.96,39633,4,0,1655.04,1,4,17
2020-10-23,Brazil,Forest,4332.92,599.57,866.09,5,932,1.02,2,3997.48,85.65,185.45,15531,9,4,3157.33,0,0,48
2022-02-24,USA,Mountain,2605.89,269.68,3804.14,2,173,4.78,1,5333.58,66.15,192.41,79962,6,3,1726.73,1,12,32
2021-01-25,Nigeria,Urban,586.38,107.0,1248.95,1,468,8.99,0,5110.21,54.41,174.48,36348,3,4,1358.36,0,5,39
2023-05-12,Nigeria,Forest,2690.75,329.44,339.01,3,783,2.05,0,6322.28,33.19,61.83,55380,0,3,959.0,0,3,5
2022-11-06,Indonesia,Forest,630.54,101.91,702.18,3,572,14.46,1,4502.94,37.59,143.42,52853,8,1,3484.04,0,8,42
2020-10-06,Brazil,Mountain,2201.37,1490.13,4797.5,1,727,11.27,0,5559.08,38.51,62.46,17523,6,4,419.78,1,1,29
2020-05-22,Nigeria,Coastal,752.3,1022.98,1937.33,3,652,8.97,1,5392.56,46.61,157.01,99050,8,1,2591.4,1,9,36
2021-07-19,Germany,Forest,554.44,1019.29,1014.96,1,809,10.61,4,4232.09,45.42,79.55,706,8,2,331.29,0,13,39
2022-04-29,India,Urban,4813.97,242.24,454.0,4,390,13.29,1,5536.85,62.57,190.37,10432,6,3,1210.47,1,4,11
2021-11-27,China,Mountain,1277.4,824.65,503.39,3,354,19.9,0,4850.07,86.65,190.13,75765,1,1,2011.73,1,4,33
2022-11-05,USA,Rural,2572.95,679.89,389.31,4,852,15.61,0,4958.02,81.7,139.19,31921,1,2,812.21,1,5,4
2021-07-01,USA,Coastal,1720.05,263.05,212.97,3,206,11.04,1,4631.54,60.55,162.9,96194,3,4,312.29,0,4,48
2020-01-06,Brazil,Mountain,678.76,529.97,1847.51,6,137,15.53,1,5060.28,31.04,178.72,71253,8,1,1735.48,0,9,33
2021-08-02,Nigeria,Urban,1388.62,79.48,1611.12,1,277,9.77,2,5042.22,34.1,108.37,25333,6,1,982.58,0,9,1
2024-01-26,China,Forest,684.34,179.54,1174.82,3,986,6.56,0,5529.71,81.62,136.88,98211,8,2,595.91,0,8,21
2021-09-03,Brazil,Urban,7124.46,516.46,2829.5,5,414,5.61,0,5321.29,47.02,76.4,96381,3,1,2643.78,0,13,17
2023-04-17,India,Suburban,2898.64,349.33,1799.13,2,695,8.29,2,5880.04,49.09,197.82,63272,8,2,3711.74,1,0,34
2023-04-02,India,Forest,1695.84,764.47,264.55,3,315,0.54,1,5825.84,38.39,189.41,64243,6,3,708.36,0,12,29
2023-09-13,Russia,Mountain,2477.47,270.83,1051.07,2,133,3.95,0,6500.42,43.39,122.51,33323,7,3,1787.66,0,7,3
2022-09-29,Germany,Coastal,2771.31,403.17,2014.04,5,261,2.97,1,5685.92,44.83,133.0,87216,0,3,604.05,0,5,49
2020-10-31,Russia,Mountain,2776.4,557.36,1059.29,0,267,19.23,2,5143.88,54.73,115.5,26713,8,1,577.89,0,10,24
2022-07-03,Indonesia,Suburban,2694.98,246.84,1140.98,1,902,1.76,0,6132.69,67.39,50.25,66558,7,1,680.0,0,8,34
2023-01-08,Russia,Suburban,2553.39,396.39,206.59,3,798,10.27,0,5125.85,51.19,84.5,65556,0,0,526.58,0,9,2
2022-09-18,Germany,Urban,1801.65,675.74,623.49,3,200,18.43,1,5289.82,56.99,65.25,69693,7,0,1161.52,0,6,31
2021-12-07,Russia,Urban,4572.9,1820.55,1530.51,4,735,12.35,2,2478.72,40.91,98.43,54572,4,2,3096.59,1,11,40
2021-11-11,Nigeria,Rural,1888.55,248.48,927.86,4,189,10.16,1,4099.91,33.38,85.44,80274,2,1,1342.69,1,14,7
2023-02-04,Mexico,Rural,1733.23,351.04,242.51,4,104,14.99,0,5699.58,50.89,164.25,32990,7,2,4150.47,1,2,29
2023-01-17,Russia,Forest,1900.61,1168.57,1991.92,5,190,7.39,0,6341.4,33.75,125.72,43285,2,4,3066.6,1,7,11
2022-02-11,Brazil,Suburban,2001.86,1403.57,894.1,3,123,4.28,0,5538.49,47.98,172.55,21611,7,1,671.24,1,13,43
2022-07-21,Germany,Urban,336.5,891.42,1127.41,4,184,17.02,1,5608.36,80.26,145.35,41061,4,4,251.81,1,9,25
2021-10-21,Philippines,Rural,809.57,1375.82,267.82,0,957,1.6,1,5672.76,52.02,148.43,83189,7,1,2637.65,0,2,19
2021-01-21,USA,Suburban,1536.89,233.17,178.65,4,878,16.25,0,5036.53,41.6,181.44,46779,2,3,406.8,1,11,11
2023-11-29,Indonesia,Rural,318.06,1275.4,1177.08,4,970,2.52,3,4062.29,84.12,177.08,88645,9,2,1342.23,0,13,45
2021-05-04,Germany,Mountain,1693.78,1052.39,2586.06,1,691,12.7,0,5640.24,68.36,59.49,66701,5,0,2261.24,1,12,35
2023-03-17,Brazil,Forest,1982.59,168.68,1947.87,5,793,9.8,4,3762.1,89.3,136.75,50633,5,3,1876.6,0,2,33
2022-02-23,India,Coastal,511.73,409.02,1748.42,2,75,19.97,3,5491.89,48.02,111.96,83694,3,0,1424.56,1,3,5
2021-04-23,China,Mountain,990.86,27.6,1259.29,2,537,8.06,1,6419.86,42.02,139.95,68254,4,1,2060.38,1,14,35
2022-04-21,India,Forest,3929.2,632.96,321.17,3,484,19.17,2,5288.2,47.88,179.4,88855,6,4,1146.82,0,11,3
2020-03-30,Nigeria,Forest,2495.29,1257.28,90.71,4,630,8.37,1,5525.4,78.75,51.81,88384,0,4,2834.47,1,2,31
2021-10-13,China,Mountain,2396.16,332.91,5247.79,4,111,13.79,0,6088.62,39.09,51.65,67732,7,3,2362.18,1,14,12
2022-08-26,Brazil,Rural,3614.43,193.51,890.13,2,249,13.05,1,4853.59,44.46,59.38,33819,2,0,1704.82,0,5,4
2023-12-15,Brazil,Rural,823.72,177.95,639.66,1,539,2.19,0,6493.91,72.1,181.23,73257,6,2,2789.25,1,10,32
2022-02-19,Nigeria,Suburban,513.25,549.76,1111.02,5,542,15.0,2,6023.68,74.28,103.02,50003,8,2,5314.14,0,6,24
2022-03-01,Indonesia,Coastal,3293.87,884.85,433.19,4,728,4.57,1,5136.6,87.53,105.68,82659,1,2,2296.48,0,2,36
2023-09-21,Russia,Coastal,1570.52,1849.45,708.73,5,517,8.07,1,2803.17,88.81,101.81,83885,9,0,3291.2,1,2,2
2023-08-28,Indonesia,Forest,804.28,1682.6,3539.01,3,165,15.75,1,4898.03,69.81,84.64,57217,9,4,1788.65,1,12,5
2020-11-07,Brazil,Suburban,333.5,663.46,1381.84,3,420,18.91,0,4886.8,51.77,55.83,73754,6,4,2288.18,1,6,12
2022-10-11,Mexico,Coastal,1916.72,1210.89,1638.51,2,700,11.42,0,5324.41,57.18,185.98,56447,0,3,876.42,1,9,25
2020-03-16,Brazil,Mountain,1433.17,1003.2,957.99,3,281,10.63,1,6459.74,56.36,84.93,51392,4,0,1859.92,0,8,41
2020-09-15,Nigeria,Suburban,1246.49,581.14,2352.72,1,497,10.35,1,6020.22,53.24,184.09,19222,6,1,1976.95,1,12,24
